season,team,TEAM_ABBREVIATION,first_name,last_name,full_name,position,salary,MIN,FG_PCT,FG3_PCT,FT_PCT,REB,AST,TOV,STL,BLK,PTS,mp,raptor_offense,raptor_defense,raptor_total,war_total
2014,Orlando Magic,ORL,Nikola,Vucevic,Nikola Vucevic,Center,2751260,2528.663333,0.523,0.333,0.752,810,147,148,54,54,1428,1812,-0.780851704,0.904889284,0.12403758,2.656184753
2015,Orlando Magic,ORL,Nikola,Vucevic,Nikola Vucevic,Center,11250000,2036.821667,0.51,0.222,0.753,576,179,123,53,70,1181,2529,-0.674486458,-0.999308232,-1.673794691,1.395623962
2016,Orlando Magic,ORL,Nikola,Vucevic,Nikola Vucevic,Center,11750000,2162.735,0.468,0.307,0.669,779,208,117,76,74,1096,2037,0.259211732,0.49168991,0.750901642,3.624689929
2017,Orlando Magic,ORL,Nikola,Vucevic,Nikola Vucevic,Center,12250000,1683.128333,0.475,0.314,0.819,523,191,109,56,62,939,2163,-1.526685489,1.996025009,0.469339521,3.577444011
2005,Los Angeles Lakers,LAL,Sasha,Vujacic,Sasha Vujacic,Point Guard and Shooting Guard,910440,1448.615,0.346,0.343,0.885,159,139,50,48,3,321,403,-0.751152208,-0.589238124,-1.340390332,0.291363588
2006,Los Angeles Lakers,LAL,Sasha,Vujacic,Sasha Vujacic,Point Guard and Shooting Guard,973920,934.4716667,0.392,0.373,0.878,107,64,30,41,1,313,1578,-1.3282754,-0.084428312,-1.412703712,1.085749023
2007,Los Angeles Lakers,LAL,Sasha,Vujacic,Sasha Vujacic,Point Guard and Shooting Guard,1756951,1279.073333,0.454,0.437,0.835,154,72,52,36,5,632,978,0.941780164,-1.076306245,-0.134526081,1.314129255
2008,Los Angeles Lakers,LAL,Sasha,Vujacic,Sasha Vujacic,Point Guard and Shooting Guard,4524887,1292.475,0.387,0.363,0.921,135,113,35,77,7,461,1735,2.567711252,-2.72604116,-0.158329908,2.307318987
2009,Los Angeles Lakers,LAL,Sasha,Vujacic,Sasha Vujacic,Point Guard and Shooting Guard,5000000,574.86,0.402,0.309,0.848,79,41,17,20,4,185,1543,0.233028407,0.88075195,1.113780356,3.046074941
2010,New Jersey Nets,TOT,Sasha,Vujacic,Sasha Vujacic,Point Guard and Shooting Guard,5475113,1647.423333,0.402,0.37,0.844,186,132,66,54,5,656,651,0.440924629,-0.299118091,0.141806538,0.972507649
2010,New Jersey Nets,NJN,Sasha,Vujacic,Sasha Vujacic,Point Guard and Shooting Guard,5475113,1593.415,0.404,0.369,0.851,182,127,61,53,5,636,651,0.440924629,-0.299118091,0.141806538,0.972507649
2010,New Jersey Nets,LAL,Sasha,Vujacic,Sasha Vujacic,Point Guard and Shooting Guard,5475113,54.00833333,0.348,0.429,0.5,4,5,5,1,0,20,651,0.440924629,-0.299118091,0.141806538,0.972507649
2016,New York Knicks,NYK,Sasha,Vujacic,Sasha Vujacic,Point Guard and Shooting Guard,1410598,408.2283333,0.309,0.311,0.708,59,52,16,13,2,124,908,-0.864136924,0.987353038,0.123216113,1.333558968
2004,Miami Heat,MIA,Dwyane,Wade,Dwyane Wade,Point Guard and Shooting Guard,2834160,2977.568333,0.478,0.289,0.762,397,520,321,121,82,1854,2636,0.615324088,0.060842879,0.676166967,4.624511611
2005,Miami Heat,MIA,Dwyane,Wade,Dwyane Wade,Point Guard and Shooting Guard,3031920,2892.383333,0.495,0.171,0.783,430,503,268,146,58,2040,3545,3.664304847,0.296199457,3.960504304,12.17712006
2006,Miami Heat,MIA,Dwyane,Wade,Dwyane Wade,Point Guard and Shooting Guard,3841443,1930.621667,0.491,0.266,0.807,239,384,216,107,62,1397,3851,6.399514799,2.758030337,9.157545137,23.5463391
2007,Miami Heat,MIA,Dwyane,Wade,Dwyane Wade,Point Guard and Shooting Guard,13041250,1953.963333,0.469,0.286,0.758,214,354,224,87,37,1254,2093,4.722512007,1.00699054,5.729502547,9.042442024
2008,Miami Heat,MIA,Dwyane,Wade,Dwyane Wade,Point Guard and Shooting Guard,14410581,3048.041667,0.491,0.317,0.765,398,589,272,173,106,2386,1954,2.154676003,-0.626799179,1.527876824,4.267642422
2009,Miami Heat,MIA,Dwyane,Wade,Dwyane Wade,Point Guard and Shooting Guard,15779912,2792.435,0.476,0.3,0.761,373,501,252,142,82,2045,3333,7.081242324,2.31074139,9.391983714,20.63252791
2010,Miami Heat,MIA,Dwyane,Wade,Dwyane Wade,Point Guard and Shooting Guard,14200000,2823.211667,0.5,0.306,0.758,485,346,237,111,87,1941,3002,7.211522958,1.721536845,8.933059803,17.93644907
2011,Miami Heat,MIA,Dwyane,Wade,Dwyane Wade,Point Guard and Shooting Guard,15691000,1625.136667,0.497,0.268,0.791,237,225,129,82,63,1082,3651,5.608767498,1.208391006,6.817158504,17.94149273
2012,Miami Heat,MIA,Dwyane,Wade,Dwyane Wade,Point Guard and Shooting Guard,17182000,2390.551667,0.521,0.258,0.725,344,352,194,128,56,1463,2532,4.299322523,2.442983368,6.742305891,12.34222149
2013,Miami Heat,MIA,Dwyane,Wade,Dwyane Wade,Point Guard and Shooting Guard,18673000,1774.653333,0.545,0.281,0.733,241,252,161,79,29,1028,3173,3.042603948,1.625155942,4.66775989,12.01830071
2014,Miami Heat,MIA,Dwyane,Wade,Dwyane Wade,Point Guard and Shooting Guard,15000000,1970.876667,0.47,0.284,0.768,219,299,209,73,21,1331,2468,1.070551289,-0.654134306,0.416416982,3.982435319
2015,Miami Heat,MIA,Dwyane,Wade,Dwyane Wade,Point Guard and Shooting Guard,20000000,2257.995,0.456,0.159,0.793,302,344,203,79,42,1409,1971,1.991745311,-2.458077416,-0.466332106,2.319969841
2016,Chicago Bulls,CHI,Dwyane,Wade,Dwyane Wade,Point Guard and Shooting Guard,23200000,1792.196667,0.434,0.31,0.794,270,228,138,86,41,1096,2731,1.911450732,-1.936919453,-0.025468721,3.805989388
2017,Chicago Bulls,TOT,Dwyane,Wade,Dwyane Wade,Point Guard and Shooting Guard,15550000,1536.113333,0.438,0.288,0.714,252,228,140,61,47,765,1982,0.18473229,-0.272780209,-0.088047919,2.741465753
2017,Chicago Bulls,MIA,Dwyane,Wade,Dwyane Wade,Point Guard and Shooting Guard,15550000,467.3816667,0.409,0.22,0.745,71,65,48,19,15,252,1982,0.18473229,-0.272780209,-0.088047919,2.741465753
2017,Chicago Bulls,CLE,Dwyane,Wade,Dwyane Wade,Point Guard and Shooting Guard,15550000,1068.731667,0.455,0.329,0.701,181,163,92,42,32,513,1982,0.18473229,-0.272780209,-0.088047919,2.741465753
2017,Miami Heat,TOT,Dwyane,Wade,Dwyane Wade,Point Guard and Shooting Guard,1471382,1536.113333,0.438,0.288,0.714,252,228,140,61,47,765,1982,0.18473229,-0.272780209,-0.088047919,2.741465753
2017,Miami Heat,MIA,Dwyane,Wade,Dwyane Wade,Point Guard and Shooting Guard,1471382,467.3816667,0.409,0.22,0.745,71,65,48,19,15,252,1982,0.18473229,-0.272780209,-0.088047919,2.741465753
2017,Miami Heat,CLE,Dwyane,Wade,Dwyane Wade,Point Guard and Shooting Guard,1471382,1068.731667,0.455,0.329,0.701,181,163,92,42,32,513,1982,0.18473229,-0.272780209,-0.088047919,2.741465753
2006,LA Clippers,LAC,Von,Wafer,Von Wafer,Small Forward and Shooting Guard,24300,0.898333333,0,0,0,0,0,0,0,0,0,73,-4.504085316,-1.153551348,-5.657636664,-0.111226799
2007,Portland Trail Blazers,TOT,Von,Wafer,Von Wafer,Small Forward and Shooting Guard,770610,153.8266667,0.279,0.154,0.667,19,7,13,2,3,46,1,-10.57234003,-1.766765302,-12.33910533,-0.00535093
2007,Portland Trail Blazers,POR,Von,Wafer,Von Wafer,Small Forward and Shooting Guard,770610,64.03666667,0.304,0.273,0.5,9,2,2,0,2,19,1,-10.57234003,-1.766765302,-12.33910533,-0.00535093
2007,Portland Trail Blazers,DEN,Von,Wafer,Von Wafer,Small Forward and Shooting Guard,770610,89.79,0.263,0.067,0.75,10,5,11,2,1,27,1,-10.57234003,-1.766765302,-12.33910533,-0.00535093
2008,Houston Rockets,HOU,Von,Wafer,Von Wafer,Small Forward and Shooting Guard,826269,1224.751667,0.447,0.39,0.752,113,71,59,40,8,610,154,-6.509995515,-1.908073222,-8.418068736,-0.440084761
2003,Cleveland Cavaliers,CLE,Dajuan,Wagner,Dajuan Wagner,Shooting Guard,2471280,709.89,0.366,0.36,0.681,58,51,41,26,7,287,1385,-0.878778895,-2.962588993,-3.841367888,-0.773337633
2004,Cleveland Cavaliers,CLE,Dajuan,Wagner,Dajuan Wagner,Shooting Guard,2643600,101.8333333,0.327,0.192,0.75,2,13,9,5,0,44,708,-2.494979144,-2.202248525,-4.697227669,-0.710617072
2013,Cleveland Cavaliers,CLE,Dion,Waiters,Dion Waiters,Shooting Guard,3894240,2072.03,0.433,0.368,0.685,195,209,154,63,17,1113,1756,0.456557257,-2.261947133,-1.805389875,0.848359069
2014,Oklahoma City Thunder,TOT,Dion,Waiters,Dion Waiters,Shooting Guard,4062000,2208.05,0.396,0.297,0.68,192,163,113,90,21,940,2072,-0.466860469,-0.835245421,-1.30210589,1.534820955
2014,Oklahoma City Thunder,OKC,Dion,Waiters,Dion Waiters,Shooting Guard,4062000,1422.045,0.392,0.319,0.625,135,89,63,46,11,595,2072,-0.466860469,-0.835245421,-1.30210589,1.534820955
2014,Oklahoma City Thunder,CLE,Dion,Waiters,Dion Waiters,Shooting Guard,4062000,786.005,0.404,0.256,0.783,57,74,50,44,10,345,2072,-0.466860469,-0.835245421,-1.30210589,1.534820955
2015,Oklahoma City Thunder,OKC,Dion,Waiters,Dion Waiters,Shooting Guard,5138430,2151.623333,0.399,0.358,0.713,202,154,120,81,15,762,2208,-0.961879156,-1.172971195,-2.13485035,0.681267034
2016,Miami Heat,MIA,Dion,Waiters,Dion Waiters,Shooting Guard,2898000,1384.225,0.424,0.395,0.646,153,200,103,42,20,729,2643,-0.632248288,-0.533581158,-1.165829446,2.183524568
2017,Miami Heat,MIA,Dion,Waiters,Dion Waiters,Shooting Guard,11000000,917.53,0.398,0.306,0.739,77,113,70,23,9,429,1384,1.211993712,1.168397604,2.380391316,3.615750626
2000,Boston Celtics,BOS,Antoine,Walker,Antoine Walker,Power Forward,10130000,3393.445,0.413,0.367,0.716,719,445,301,138,49,1892,3003,0.528291922,-0.514665917,0.013626005,4.24938346
2001,Boston Celtics,BOS,Antoine,Walker,Antoine Walker,Power Forward,11250000,3406.435,0.394,0.344,0.741,714,407,251,122,38,1794,3396,1.847890149,-1.329359571,0.518530578,5.678827978
2002,Boston Celtics,BOS,Antoine,Walker,Antoine Walker,Power Forward,12375000,3235.368333,0.388,0.323,0.615,563,373,260,116,31,1570,4109,0.923342403,-0.047633586,0.875708817,7.646073368
2003,Dallas Mavericks,DAL,Antoine,Walker,Antoine Walker,Power Forward,13500000,2837.135,0.428,0.269,0.554,684,369,202,65,65,1151,3675,-0.525499194,-0.287022059,-0.812521253,3.662564735
2004,Atlanta Hawks,TOT,Antoine,Walker,Antoine Walker,Power Forward,14625000,2965.436667,0.422,0.323,0.539,695,265,253,89,58,1473,2980,0.336541017,-1.75025484,-1.413713823,2.030976946
2004,Atlanta Hawks,BOS,Antoine,Walker,Antoine Walker,Power Forward,14625000,834.86,0.442,0.342,0.557,198,71,70,25,26,391,2980,0.336541017,-1.75025484,-1.413713823,2.030976946
2004,Atlanta Hawks,ATL,Antoine,Walker,Antoine Walker,Power Forward,14625000,2130.576667,0.415,0.317,0.534,497,194,183,64,32,1082,2980,0.336541017,-1.75025484,-1.413713823,2.030976946
2005,Miami Heat,MIA,Antoine,Walker,Antoine Walker,Power Forward,6880000,2198.741667,0.435,0.358,0.628,421,166,150,47,30,1000,3179,-2.166211894,-1.512301636,-3.678513531,-1.51997864
2006,Miami Heat,MIA,Antoine,Walker,Antoine Walker,Power Forward,7606820,1817.763333,0.397,0.275,0.438,339,130,141,48,17,660,3061,-0.079609414,-0.574458586,-0.654068,3.332273416
2007,Minnesota Timberwolves,MIN,Antoine,Walker,Antoine Walker,Power Forward,8329640,892.3666667,0.363,0.324,0.53,168,45,46,33,8,368,1910,-2.102932917,-0.398743598,-2.501676515,0.24494683
2012,Charlotte Bobcats,CHA,Kemba,Walker,Kemba Walker,Point Guard,2532960,2858.7,0.423,0.322,0.798,283,471,200,160,31,1455,1792,-1.217930331,-1.460926749,-2.67885708,0.064928276
2013,Charlotte Bobcats,CHA,Kemba,Walker,Kemba Walker,Point Guard,2568360,2613.965,0.393,0.333,0.837,306,447,169,86,32,1289,2859,1.697784737,-0.134421567,1.56336317,6.292162682
2014,Charlotte Hornets,CHA,Kemba,Walker,Kemba Walker,Point Guard,3272091,2118.603333,0.385,0.304,0.827,220,318,100,89,31,1075,2767,1.459454203,2.285756774,3.745210978,9.073102918
2015,Charlotte Hornets,CHA,Kemba,Walker,Kemba Walker,Point Guard,12000000,2885.15,0.427,0.371,0.847,357,421,171,126,39,1689,2119,1.156721239,1.212726263,2.369447502,5.437460145
2016,Charlotte Hornets,CHA,Kemba,Walker,Kemba Walker,Point Guard,12000000,2739.308333,0.444,0.399,0.847,308,434,168,85,22,1830,3145,3.365737996,0.664589112,4.030327108,10.73837186
2017,Charlotte Hornets,CHA,Kemba,Walker,Kemba Walker,Point Guard,12000000,2735.878333,0.431,0.384,0.864,248,444,179,91,24,1770,2739,4.986427883,0.05800475,5.044432633,10.77902175
2000,San Antonio Spurs,SAS,Samaki,Walker,Samaki Walker,Power Forward and Center,2960000,965.7433333,0.48,0.333,0.629,243,29,68,10,41,321,1101,-2.749983697,0.137672075,-2.612311622,0.083322841
2001,Los Angeles Lakers,LAL,Samaki,Walker,Samaki Walker,Power Forward and Center,1400000,1653.31,0.512,0,0.667,481,64,53,28,88,460,1039,-3.396673547,-2.801886483,-6.19856003,-1.832917432
2002,Los Angeles Lakers,LAL,Samaki,Walker,Samaki Walker,Power Forward and Center,1540000,1244.316667,0.42,0,0.653,368,64,56,20,55,296,1895,-2.442036162,0.397238607,-2.044797556,0.672852128
2003,Miami Heat,MIA,Samaki,Walker,Samaki Walker,Power Forward and Center,1700000,416.1733333,0.384,0,0.659,112,6,15,9,11,105,1292,-3.95490575,-0.053005126,-4.007910877,-0.83036544
2004,Washington Wizards,WAS,Samaki,Walker,Samaki Walker,Power Forward and Center,995046,136.0216667,0.355,0,0.667,18,4,8,3,7,24,429,-3.149117181,-0.805767911,-3.954885093,-0.267957989
2005,Indiana Pacers,IND,Samaki,Walker,Samaki Walker,Power Forward and Center,364223,21.89,0,0,1,3,0,2,0,1,2,134,-5.522592642,-1.173005594,-6.695598236,-0.27194186
2011,Washington Wizards,WAS,John,Wall,John Wall,Point Guard,5530080,2386.128333,0.423,0.071,0.789,300,530,255,95,57,1076,2606,-0.7662074,-0.569249458,-1.335456859,1.877109095
2012,Washington Wizards,WAS,John,Wall,John Wall,Point Guard,5915880,1602.125,0.441,0.267,0.804,196,373,157,65,37,906,2386,0.580738275,0.09613958,0.676877855,4.155287163
2013,Washington Wizards,WAS,John,Wall,John Wall,Point Guard,7459925,2979.865,0.433,0.351,0.805,333,721,295,149,40,1583,1602,2.160615608,0.213137106,2.373752714,4.17491614
2014,Washington Wizards,WAS,John,Wall,John Wall,Point Guard,14746000,2836.533333,0.445,0.3,0.785,366,792,304,138,45,1387,3400,1.674780499,-0.085825503,1.588954996,7.659515862
2015,Washington Wizards,WAS,John,Wall,John Wall,Point Guard,15851950,2784.015,0.424,0.351,0.791,379,789,318,145,59,1531,3110,2.016934201,0.041886637,2.058820838,7.775791068
2016,Washington Wizards,WAS,John,Wall,John Wall,Point Guard,16957900,2835.483333,0.451,0.327,0.801,326,831,322,157,49,1805,2784,1.932568452,0.010425585,1.942994037,6.717854515
2017,Washington Wizards,WAS,John,Wall,John Wall,Point Guard,18063850,1409.83,0.42,0.371,0.726,150,393,158,57,45,797,3343,4.591815723,-1.496651871,3.095163851,10.12952212
2000,Detroit Pistons,DET,Ben,Wallace,Ben Wallace,Power Forward and Center,4000000,2761.356667,0.491,0.25,0.336,1052,123,117,107,186,513,1959,-0.559639727,2.944646776,2.385007049,5.089613385
2001,Detroit Pistons,DET,Ben,Wallace,Ben Wallace,Power Forward and Center,4700000,2918.931667,0.531,0,0.423,1039,115,70,138,278,609,2760,-1.570281565,5.29338342,3.723101856,9.041267573
2002,Detroit Pistons,DET,Ben,Wallace,Ben Wallace,Power Forward and Center,5200000,2871.251667,0.481,0.167,0.45,1126,120,88,104,230,506,3329,-0.693215551,5.810173469,5.116957919,13.27945505
2003,Detroit Pistons,DET,Ben,Wallace,Ben Wallace,Power Forward and Center,5500000,3059.336667,0.421,0.125,0.49,1006,138,123,143,246,773,3595,-1.362756242,6.944065366,5.581309124,15.259763
2004,Detroit Pistons,DET,Ben,Wallace,Ben Wallace,Power Forward and Center,7000000,2673.775,0.453,0.111,0.428,902,123,82,106,176,721,3974,-1.467349251,7.340098458,5.872749206,17.46071561
2005,Detroit Pistons,DET,Ben,Wallace,Ben Wallace,Power Forward and Center,7500000,2889.641667,0.51,0,0.416,923,158,88,146,181,597,3650,-1.274512348,4.552382507,3.277870159,11.26900299
2006,Chicago Bulls,CHI,Ben,Wallace,Ben Wallace,Power Forward and Center,16000000,2696.648333,0.453,0.2,0.408,821,186,101,111,156,494,3532,-1.491701339,6.479343467,4.987642129,13.86649351
2007,Cleveland Cavaliers,TOT,Ben,Wallace,Ben Wallace,Power Forward and Center,15500000,2204.983333,0.392,0,0.426,604,105,67,88,117,348,3066,-2.020850636,4.664574328,2.643723692,8.382652254
2007,Cleveland Cavaliers,CLE,Ben,Wallace,Ben Wallace,Power Forward and Center,15500000,577.6133333,0.457,0,0.432,163,13,18,19,37,93,3066,-2.020850636,4.664574328,2.643723692,8.382652254
2007,Cleveland Cavaliers,CHI,Ben,Wallace,Ben Wallace,Power Forward and Center,15500000,1627.37,0.373,0,0.424,441,92,49,69,80,255,3066,-2.020850636,4.664574328,2.643723692,8.382652254
2008,Cleveland Cavaliers,CLE,Ben,Wallace,Ben Wallace,Power Forward and Center,14500000,1313.538333,0.445,0,0.422,362,44,34,48,75,165,2509,-3.106361111,3.139480071,0.03311896,3.606666476
2009,Detroit Pistons,DET,Ben,Wallace,Ben Wallace,Power Forward and Center,1306445,1975.38,0.541,0,0.406,597,105,64,86,84,381,1490,-2.316269453,3.716330087,1.400060634,3.122266237
2010,Detroit Pistons,DET,Ben,Wallace,Ben Wallace,Power Forward and Center,2080000,1238.183333,0.45,0.5,0.333,350,72,44,54,54,154,1975,-0.586677723,3.357729565,2.771051842,5.51675437
2011,Detroit Pistons,DET,Ben,Wallace,Ben Wallace,Power Forward and Center,2246400,980.26,0.395,0.25,0.34,269,43,34,47,51,85,1238,-3.327099861,2.176994923,-1.150104938,1.001596147
2002,Sacramento Kings,SAC,Gerald,Wallace,Gerald Wallace,Small Forward and Power Forward,857760,572.825,0.492,0.25,0.527,128,23,44,24,15,220,444,-1.667673647,-0.053999067,-1.721672714,0.231898075
2003,Sacramento Kings,SAC,Gerald,Wallace,Gerald Wallace,Small Forward and Power Forward,917520,335.7266667,0.36,0,0.458,74,19,8,14,14,75,589,-2.723890033,0.119116878,-2.604773155,0.040228227
2004,Charlotte Bobcats,CHA,Gerald,Wallace,Gerald Wallace,Small Forward and Power Forward,1652453,2149.083333,0.449,0.274,0.661,386,137,159,117,91,780,357,-3.255846902,0.161008369,-3.094838533,-0.06654759
2005,Charlotte Bobcats,CHA,Gerald,Wallace,Gerald Wallace,Small Forward and Power Forward,5000000,1895.033333,0.538,0.28,0.614,412,96,99,138,115,836,2147,-1.758390186,2.68899795,0.930607765,4.032874051
2006,Charlotte Bobcats,CHA,Gerald,Wallace,Gerald Wallace,Small Forward and Power Forward,5525000,2640.301667,0.502,0.325,0.691,518,185,160,144,69,1304,1895,1.580578179,3.236703647,4.817281826,7.310357914
2007,Charlotte Bobcats,CHA,Gerald,Wallace,Gerald Wallace,Small Forward and Power Forward,9500000,2375.598333,0.449,0.321,0.731,373,216,180,131,58,1200,2640,0.943764517,1.907304379,2.851068896,7.546231889
2008,Charlotte Bobcats,CHA,Gerald,Wallace,Gerald Wallace,Small Forward and Power Forward,9500000,2669.271667,0.48,0.298,0.804,553,189,148,121,67,1182,2376,-0.367934731,1.884560523,1.516625792,5.196934583
2009,Charlotte Bobcats,CHA,Gerald,Wallace,Gerald Wallace,Small Forward and Power Forward,9075000,3119.418333,0.484,0.371,0.776,762,161,178,117,83,1386,2669,1.124712951,3.099404591,4.224117542,9.495456353
2010,Portland Trail Blazers,TOT,Gerald,Wallace,Gerald Wallace,Small Forward and Power Forward,10500000,2693.033333,0.454,0.333,0.746,569,173,152,105,63,1113,3283,0.582973642,2.735194696,3.318168338,10.15852617
2010,Portland Trail Blazers,POR,Gerald,Wallace,Gerald Wallace,Small Forward and Power Forward,10500000,820.9933333,0.498,0.338,0.767,175,57,52,46,15,364,3283,0.582973642,2.735194696,3.318168338,10.15852617
2010,Portland Trail Blazers,CHA,Gerald,Wallace,Gerald Wallace,Small Forward and Power Forward,10500000,1872.04,0.433,0.33,0.739,394,116,100,59,48,749,3283,0.582973642,2.735194696,3.318168338,10.15852617
2011,Portland Trail Blazers,TOT,Gerald,Wallace,Gerald Wallace,Small Forward and Power Forward,9500000,2075.505,0.454,0.307,0.8,386,164,111,85,36,800,2919,0.793541048,1.739348009,2.532889057,7.968386405
2011,Portland Trail Blazers,NJN,Gerald,Wallace,Gerald Wallace,Small Forward and Power Forward,9500000,572.835,0.416,0.385,0.859,109,49,27,23,11,243,2919,0.793541048,1.739348009,2.532889057,7.968386405
2011,Portland Trail Blazers,POR,Gerald,Wallace,Gerald Wallace,Small Forward and Power Forward,9500000,1502.67,0.472,0.265,0.776,277,115,84,62,25,557,2919,0.793541048,1.739348009,2.532889057,7.968386405
2012,Brooklyn Nets,BKN,Gerald,Wallace,Gerald Wallace,Small Forward and Power Forward,9682435,2075.723333,0.397,0.282,0.637,319,181,110,97,46,531,2076,0.188771259,2.214212731,2.40298399,5.487482372
2013,Boston Celtics,BOS,Gerald,Wallace,Gerald Wallace,Small Forward and Power Forward,10105855,1416.22,0.504,0.297,0.465,212,143,97,73,14,298,2319,-0.826286794,1.798050507,0.971763713,4.4255681
2014,Boston Celtics,BOS,Gerald,Wallace,Gerald Wallace,Small Forward and Power Forward,10105855,286.1483333,0.412,0.333,0.4,57,11,18,15,4,35,1416,-2.130728698,1.604068428,-0.52666027,1.613527774
2000,Detroit Pistons,DET,John,Wallace,John Wallace,Small Forward,2200000,527.2116667,0.424,0.133,0.778,83,23,36,13,16,237,802,-2.751579146,-1.357421533,-4.109000679,-0.562266958
2001,Phoenix Suns,PHX,John,Wallace,John Wallace,Small Forward,2630000,485.04,0.435,0.385,0.87,85,29,29,11,9,231,527,-3.302414103,-1.953175248,-5.255589352,-0.677751931
2000,Portland Trail Blazers,POR,Rasheed,Wallace,Rasheed Wallace,Center and Power Forward,12600000,2943.331667,0.501,0.321,0.766,602,212,158,90,135,1477,3450,0.563057649,1.641221996,2.204279645,8.774747475
2001,Portland Trail Blazers,POR,Rasheed,Wallace,Rasheed Wallace,Center and Power Forward,14400000,2965.765,0.469,0.36,0.734,645,152,131,101,101,1521,3068,1.729044034,2.223844627,3.952888661,10.45982235
2002,Portland Trail Blazers,POR,Rasheed,Wallace,Rasheed Wallace,Center and Power Forward,16200000,2686.361667,0.471,0.358,0.735,548,153,140,70,77,1340,3088,1.664851109,2.38881701,4.053668119,10.72376748
2003,Portland Trail Blazers,TOT,Rasheed,Wallace,Rasheed Wallace,Center and Power Forward,17000000,2393.466667,0.436,0.331,0.736,459,156,119,61,122,1088,2944,2.002184788,1.321729972,3.323914759,9.167335816
2003,Portland Trail Blazers,DET,Rasheed,Wallace,Rasheed Wallace,Center and Power Forward,17000000,673.58,0.431,0.319,0.704,155,40,29,24,45,302,2944,2.002184788,1.321729972,3.323914759,9.167335816
2003,Portland Trail Blazers,ATL,Rasheed,Wallace,Rasheed Wallace,Center and Power Forward,17000000,41.43333333,0.333,0.167,1,6,2,3,1,5,20,2944,2.002184788,1.321729972,3.323914759,9.167335816
2003,Portland Trail Blazers,POR,Rasheed,Wallace,Rasheed Wallace,Center and Power Forward,17000000,1678.453333,0.442,0.341,0.742,298,114,87,36,72,766,2944,2.002184788,1.321729972,3.323914759,9.167335816
2004,Detroit Pistons,DET,Rasheed,Wallace,Rasheed Wallace,Center and Power Forward,9720000,2696.311667,0.44,0.318,0.697,644,142,127,65,115,1145,3193,0.622234933,2.333357573,2.955592505,9.443358324
2005,Detroit Pistons,DET,Rasheed,Wallace,Rasheed Wallace,Center and Power Forward,10860000,2779.56,0.43,0.357,0.743,547,182,85,82,130,1209,3513,-0.560211157,2.630235946,2.07002479,8.732101881
2006,Detroit Pistons,DET,Rasheed,Wallace,Rasheed Wallace,Center and Power Forward,11650000,2418.953333,0.423,0.351,0.788,543,127,94,75,118,926,3408,1.142972351,2.558954252,3.701926603,11.23604869
2007,Detroit Pistons,DET,Rasheed,Wallace,Rasheed Wallace,Center and Power Forward,12540000,2346.328333,0.432,0.356,0.767,511,137,86,91,129,979,2992,-0.797392965,2.483295374,1.68590241,6.866545012
2008,Detroit Pistons,DET,Rasheed,Wallace,Rasheed Wallace,Center and Power Forward,13930000,2122.505,0.419,0.354,0.772,490,91,59,62,86,795,2931,-0.294722043,4.48923424,4.194512197,10.45559245
2009,Boston Celtics,BOS,Rasheed,Wallace,Rasheed Wallace,Center and Power Forward,5854000,1780.381667,0.409,0.283,0.768,325,80,63,80,70,710,2245,-0.678220335,2.694994476,2.01677414,5.463271539
2017,Atlanta Hawks,ATL,Taurean,Prince,Taurean Prince,Small Forward,2422560,2464.02,0.426,0.385,0.844,389,214,191,85,42,1158,1168,-3.133508726,1.7185408,-1.414967927,0.812024603
2004,Los Angeles Lakers,LAL,Luke,Walton,Luke Walton,Power Forward and Small Forward,620046,762.13,0.411,0.262,0.708,142,93,58,26,11,198,864,-0.237918991,-0.017592964,-0.255511955,1.108164007
2005,Los Angeles Lakers,LAL,Luke,Walton,Luke Walton,Power Forward and Small Forward,1250000,1332.663333,0.412,0.327,0.75,247,156,78,41,15,345,768,-1.464511202,-0.851522818,-2.31603402,0.170106453
2006,Los Angeles Lakers,LAL,Luke,Walton,Luke Walton,Power Forward and Small Forward,1375000,1982.01,0.474,0.387,0.745,302,257,118,60,21,684,1568,-1.064180611,-0.184287801,-1.248468412,1.203833107
2007,Los Angeles Lakers,LAL,Luke,Walton,Luke Walton,Power Forward and Small Forward,4000000,1729.47,0.45,0.333,0.706,291,218,100,60,18,535,2110,0.781631512,-0.515772515,0.265858997,3.230667906
2008,Los Angeles Lakers,LAL,Luke,Walton,Luke Walton,Power Forward and Small Forward,4420000,1166.245,0.436,0.298,0.719,180,177,69,32,10,326,2082,-0.189236708,0.113841613,-0.075395095,2.866486354
2009,Los Angeles Lakers,LAL,Luke,Walton,Luke Walton,Power Forward and Small Forward,4840000,271.7733333,0.357,0.412,0.5,38,40,12,10,1,69,1498,-0.690254033,0.596142773,-0.094111259,2.063422848
2010,Los Angeles Lakers,LAL,Luke,Walton,Luke Walton,Power Forward and Small Forward,5260000,484.3883333,0.328,0.235,0.7,67,62,31,9,4,91,368,-2.256566055,-0.609662023,-2.866228078,-0.032124666
2011,Los Angeles Lakers,TOT,Luke,Walton,Luke Walton,Power Forward and Small Forward,5680000,363.6166667,0.369,0.35,0,49,35,27,5,1,55,488,-4.513750156,-0.250654999,-4.764405155,-0.520003821
2011,Los Angeles Lakers,CLE,Luke,Walton,Luke Walton,Power Forward and Small Forward,5680000,299,0.353,0.438,0,35,30,25,3,1,43,488,-4.513750156,-0.250654999,-4.764405155,-0.520003821
